Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved"Ismael Aaneba","frFRA","DF","Strasbourg","frLigue 1","19","1999","2.3","157","9","49","80","31","0","157","3","2","66.7","1","33.3","70","381","239","3","4","0","4","2","71","8",
"Ruben Aguilar","frFRA","DF","Montpellier","frLigue 1","25","1993","28.1","1970","63","417","953","614","35","1970","71","36","50.7","35","49.3","921","5482","3172","85","60","9","47","26","1172","155",
"Juan Aguilera","esESP","MF","Huesca","esLa Liga","32","1985","3.8","217","5","35","154","30","4","217","1","1","100.0","0","0.0","130","614","365","8","2","1","4","2","150","2",
"Emmanuel Agyemang-Badu","ghGHA","MF","Udinese","itSerie A","27","1990","1.8","53","4","10","31","12","2","53","2","0","0.0","2","100.0","25","106","25","2","2","0","4","2","32","5",
"Jean-Eudes Aholou","ciCIV","MF","Monaco","frLigue 1","24","1994","11.9","661","10","110","439","124","17","661","17","10","58.8","7","41.2","395","2337","1422","36","24","4","14","9","441","27",
"Antonis Aidonis","deGER","DF","Stuttgart","deBundesliga","17","2001","0.9","46","0","6","18","22","1","46","1","0","0.0","1","100.0","14","49","28","0","0","0","1","0","17","3",
"Ola Aina","ngNGA","DF","Torino","itSerie A","21","1996","24.0","1497","63","382","699","444","35","1497","61","30","49.2","31","50.8","658","4369","2412","62","56","6","35","23","761","96",
"Youssef Aït Bennasser","maMAR","MF","Saint-Étienne","frLigue 1","22","1996","10.4","748","12","174","494","87","2","748","16","11","68.8","5","31.3","382","1634","900","6","2","0","6","7","557","12",
"Youssef Aït Bennasser","maMAR","MF","Monaco","frLigue 1","22","1996","11.9","841","34","217","566","73","0","841","14","12","85.7","2","14.3","542","2920","1654","21","20","0","11","7","564","13",
"Rayan Aït-Nouri","dzALG","DF,MF","Angers","frLigue 1","17","2001","0.6","41","2","5","25","11","2","41","0","0","","0","","17","100","79","3","1","1","0","0","27","2",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","24","1994","17.0","620","11","32","338","255","69","620","18","10","55.6","8","44.4","318","1204","334","11","13","4","41","23","482","126",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","23","1995","24.5","2068","143","758","1249","68","17","2068","12","8","66.7","4","33.3","1445","8650","5018","24","13","1","9","6","1592","11",
"Carlos Akapo","gqEQG","DF","Huesca","esLa Liga","25","1993","11.4","566","39","184","255","133","14","566","14","8","57.1","6","42.9","228","1687","1091","33","29","9","8","3","261","28",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","23","1995","37.9","2205","305","1260","813","141","50","2205","5","3","60.0","2","40.0","1299","6617","3890","20","18","2","18","6","1307","25",
"Sergio Akieme","esESP","DF","Rayo Vallecano","esLa Liga","20","1997","2.0","107","7","32","49","27","0","107","2","2","100.0","0","0.0","60","364","204","5","5","0","4","4","65","9",
"Chadrac Akolo","cdCOD","MF,FW","Stuttgart","deBundesliga","23","1995","5.8","230","0","23","116","93","15","230","14","7","50.0","7","50.0","137","728","356","14","8","4","16","11","157","40",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","23","1995","5.5","345","37","142","197","9","0","345","1","1","100.0","0","0.0","187","841","452","4","2","0","4","3","198","0",
"Kevin Akpoguma","ngNGA","DF","Hannover 96","deBundesliga","23","1995","3.5","208","12","82","119","9","0","208","2","2","100.0","0","0.0","126","696","392","2","3","0","2","2","132","0",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","26","1992","28.1","2385","46","464","1199","743","62","2385","39","29","74.4","10","25.6","1302","6461","3325","87","63","11","26","19","1651","240",
"Sofiane Alakouch","maMAR","DF","Nîmes","frLigue 1","20","1998","21.1","1382","55","390","633","367","17","1382","34","21","61.8","13","38.2","607","3159","1978","43","36","6","31","16","705","64",
"Lucas Alario","arARG","FW,MF","Leverkusen","deBundesliga","25","1992","14.1","572","14","62","238","274","80","572","15","5","33.3","10","66.7","284","1102","347","12","5","7","41","24","460","86",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","29","1989","33.2","2976","95","683","1300","1018","91","2976","22","16","72.7","6","27.3","1710","6503","3731","63","59","20","27","23","2096","372",
"Luis Alberto","esESP","MF,FW","Lazio","itSerie A","25","1992","22.1","1747","11","137","817","821","51","1746","41","24","58.5","17","41.5","1056","6301","3855","100","112","13","48","43","1212","132",
"Raúl Albiol","esESP","DF","Napoli","itSerie A","32","1985","19.0","1292","130","529","735","31","7","1292","2","1","50.0","1","50.0","758","3466","1959","4","4","0","5","2","889","2",
"Miiko Albornoz","clCHI","DF,MF","Hannover 96","deBundesliga","27","1990","18.4","1154","54","337","541","288","15","1154","25","7","28.0","18","72.0","522","2613","1244","34","24","5","27","18","644","75",
"Marc Albrighton","engENG","FW,MF","Leicester City","engPremier League","28","1989","18.1","1005","39","203","416","402","27","1005","55","20","36.4","35","63.6","633","3260","1410","54","30","3","35","23","656","172",
"Paco Alcácer","esESP","FW","Dortmund","deBundesliga","24","1993","13.5","396","6","17","171","210","68","395","8","6","75.0","2","25.0","195","709","289","12","9","9","19","13","287","70",
"Pedro Alcalá","esESP","DF","Girona","esLa Liga","29","1989","20.8","1110","178","647","435","35","18","1110","5","4","80.0","1","20.0","530","2477","1404","13","7","1","7","5","600","3",
"Thiago Alcántara","esESP","MF","Bayern Munich","deBundesliga","27","1991","26.8","2830","39","488","1865","505","29","2830","67","57","85.1","10","14.9","1698","8863","4874","49","60","4","21","28","2094","56",
"Rubén Alcaraz","esESP","MF","Valladolid","esLa Liga","27","1991","33.1","2152","93","559","1332","288","21","2151","30","23","76.7","7","23.3","1201","6376","3051","45","33","3","33","40","1324","21",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","29","1989","32.5","2690","270","1244","1360","107","18","2690","2","1","50.0","1","50.0","1848","8658","4863","25","25","0","6","0","1922","5",
"Álex Alegría","esESP","FW,MF","Rayo Vallecano","esLa Liga","25","1992","1.6","56","0","4","27","25","8","56","8","6","75.0","2","25.0","36","183","78","4","3","3","10","4","41","7",
"Alexis Alegue","frFRA","FW","Nantes","frLigue 1","21","1996","0.1","3","0","0","1","2","0","3","0","0","","0","","1","6","6","0","0","0","0","0","2","0",
"Iván Alejo","esESP","MF","Getafe","esLa Liga","23","1995","1.6","67","1","12","30","27","1","67","10","4","40.0","6","60.0","41","462","177","7","7","0","4","5","42","10",
"Carles Aleñá","esESP","MF","Barcelona","esLa Liga","20","1998","7.1","644","2","48","387","215","11","644","18","12","66.7","6","33.3","481","2498","1154","18","25","3","12","14","574","38",
"Rúnar Alex Rúnarsson","isISL","GK","Dijon","frLigue 1","23","1995","25.0","917","733","911","7","0","0","917","2","2","100.0","0","0.0","406","2210","1483","0","0","0","3","0","368","0",
"Alexander","arARG","FW","Leganés","esLa Liga","29","1988","0.1","11","0","5","2","4","0","11","0","0","","0","","6","7","3","0","0","0","1","0","4","3",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","19","1998","27.4","2514","70","528","1210","798","39","2514","27","14","51.9","13","48.1","1416","5548","3296","70","64","7","41","14","1538","174",
"Alfonso","mzMOZ","MF","Hoffenheim","deBundesliga","18","1999","0.1","5","1","1","2","2","1","5","0","0","","0","","1","1","0","0","0","0","0","0","2","0",
"Rachid Alioui","maMAR","FW","Nîmes","frLigue 1","26","1992","13.9","525","8","28","219","280","43","525","12","7","58.3","5","41.7","249","1297","628","24","25","4","16","12","365","79",
"Alisson","brBRA","GK","Liverpool","engPremier League","25","1992","38.0","1347","1118","1338","10","0","0","1347","2","2","100.0","0","0.0","838","3680","2466","1","1","0","0","1","675","0",
"Bobby Allain","frFRA","GK","Dijon","frLigue 1","26","1991","13.0","509","427","509","0","0","0","509","0","0","","0","","231","1692","1287","0","0","0","0","0","137","0",
"Allan","brBRA","MF","Napoli","itSerie A","27","1991","29.1","2582","70","466","1711","439","26","2582","64","41","64.1","23","35.9","1757","8379","4562","49","66","14","34","42","1876","45",
"Allan","brBRA","MF","Eint Frankfurt","deBundesliga","21","1997","2.0","81","1","13","51","21","1","81","1","1","100.0","0","0.0","35","242","116","4","4","1","3","1","47","3",
"Dele Alli","engENG","MF","Tottenham","engPremier League","22","1996","20.3","1320","32","147","674","514","91","1320","54","29","53.7","25","46.3","857","4278","1961","48","39","14","49","29","948","153",
"Miguel Almirón","pyPAR","MF","Newcastle Utd","engPremier League","24","1994","8.4","380","7","56","157","175","25","380","14","7","50.0","7","50.0","215","1714","1037","31","16","6","22","6","240","45",
"Júnior Alonso","pyPAR","DF,MF","Celta Vigo","esLa Liga","25","1993","6.0","386","24","121","202","65","8","386","4","1","25.0","3","75.0","196","649","336","6","10","0","6","3","231","19",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","27","1990","30.7","2631","109","668","1137","843","70","2631","33","17","51.5","15","45.5","1446","7514","4482","102","81","7","32","28","1681","230",
"Mickaël Alphonse","gpGLP","DF","Dijon","frLigue 1","29","1989","6.3","375","23","108","154","116","8","375","6","4","66.7","2","33.3","159","1141","649","21","13","2","10","3","194","38",
"Sergio Álvarez","esESP","DF,MF","Eibar","esLa Liga","26","1992","11.9","619","49","178","405","42","6","619","2","1","50.0","1","50.0","276","1152","482","7","2","0","2","6","330","3",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","31","1986","13.0","490","444","489","1","0","0","490","0","0","","0","","221","1397","1043","0","0","0","0","0","189","0",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","23","1995","29.0","1628","172","772","819","55","23","1628","6","5","83.3","1","16.7","755","4481","2747","18","14","1","10","8","902","2",
"Bruno Alves","ptPOR","DF","Parma","itSerie A","36","1981","32.5","1564","277","898","601","75","28","1564","3","3","100.0","0","0.0","739","4057","2384","4","4","0","6","1","811","5",
"Dani Alves","brBRA","MF,DF","Paris S-G","frLigue 1","35","1983","18.0","1745","24","244","1012","506","36","1745","30","16","53.3","14","46.7","1049","4226","2553","41","47","5","22","24","1389","131",
"Ibrahim Amadou","frFRA","MF,DF","Sevilla","esLa Liga","25","1993","8.5","451","31","153","258","45","5","451","6","5","83.3","1","16.7","222","942","458","3","5","0","6","8","268","13",
"Romain Amalfitano","frFRA","MF,FW","Dijon","frLigue 1","28","1989","28.0","1407","58","284","878","261","11","1407","51","27","52.9","24","47.1","791","4983","2345","44","42","4","53","36","912","62",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","23","1994","7.1","518","43","193","272","54","3","518","4","2","50.0","2","50.0","293","1124","608","8","9","1","3","4","276","8",
"Jordi Amat","idIDN","DF","Rayo Vallecano","esLa Liga","26","1992","30.7","1595","145","758","816","42","10","1595","28","24","85.7","4","14.3","907","5429","3118","22","13","0","18","6","913","3",
"Amath","snSEN","MF","Getafe","esLa Liga","22","1996","11.1","387","10","65","153","177","42","387","45","20","44.4","25","55.6","222","1738","801","30","24","12","36","26","231","72",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","24","1994","24.2","1641","79","461","807","401","20","1641","43","23","53.5","20","46.5","806","4782","2657","74","66","5","37","25","817","98",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","20","1998","32.0","1548","121","531","758","280","11","1548","39","24","61.5","15","38.5","655","3921","2519","46","48","4","31","20","721","59",
"Nadiem Amiri","deGER","MF","Hoffenheim","deBundesliga","21","1996","8.4","469","7","64","257","155","18","469","27","20","74.1","7","25.9","271","1802","853","22","20","6","11","13","331","36",
"Yanis Ammour","frFRA","MF","Montpellier","frLigue 1","19","1999","0.0","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Luke Amos","engENG","MF","Tottenham","engPremier League","21","1997","0.0","4","0","1","3","0","0","4","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Joachim Andersen","dkDEN","DF","Sampdoria","itSerie A","22","1996","32.0","2328","277","1033","1260","52","17","2328","16","15","93.8","1","6.3","1363","8170","5150","25","12","1","10","6","1585","3",
"Felipe Anderson","brBRA","MF,FW","West Ham","engPremier League","25","1993","33.8","2319","29","269","1148","954","107","2319","156","76","48.7","80","51.3","1397","10958","6130","201","158","52","97","54","1622","253",
"Florin Andone","roROU","FW","Brighton","engPremier League","25","1993","9.8","345","15","50","143","161","46","345","37","9","24.3","28","75.7","210","1186","368","13","11","11","48","33","237","62",
"Benjamin André","frFRA","MF","Rennes","frLigue 1","27","1990","27.7","1884","61","342","1165","397","46","1884","32","21","65.6","11","34.4","946","4992","2430","52","33","3","55","39","1181","86",
"Marco Andreolli","itITA","DF","Cagliari","itSerie A","32","1986","1.2","84","12","42","41","1","1","84","0","0","","0","","33","125","79","0","0","0","0","0","60","0",
"Marco Andreolli","itITA","DF","Chievo","itSerie A","32","1986","7.2","314","43","183","128","5","2","314","0","0","","0","","146","530","273","1","1","0","1","1","182","0",
"Yoann Andreu","frFRA","DF","Angers","frLigue 1","29","1989","0.0","4","1","2","1","1","0","4","0","0","","0","","2","8","0","0","0","0","0","2","1","0",
"José Ángel","esESP","DF","Eibar","esLa Liga","28","1989","33.6","2485","92","597","1189","734","12","2485","61","45","73.8","16","26.2","1137","6323","3094","78","81","7","22","19","1197","75",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","34","1984","11.0","389","319","385","5","0","0","389","1","1","100.0","0","0.0","183","925","668","0","1","1","1","0","184","0",
"Cristian Ansaldi","arARG","DF,MF","Torino","itSerie A","31","1986","20.1","1159","37","233","474","479","36","1159","80","53","66.3","27","33.8","632","5111","2846","96","60","9","48","33","660","108",
"Mirco Antenucci","itITA","FW","SPAL","itSerie A","33","1984","23.7","764","4","46","330","398","73","762","42","20","47.6","22","52.4","557","2886","996","41","26","14","77","45","611","172",
"Waldemar Anton","deGER","DF","Hannover 96","deBundesliga","22","1996","34.0","2154","263","1062","1029","86","30","2154","26","17","65.4","9","34.6","1165","7513","4224","35","20","3","22","15","1227","17",
"Luca Antonelli","itITA","DF","Empoli","itSerie A","31","1987","8.4","490","37","142","240","110","18","490","7","5","71.4","2","28.6","259","1496","937","26","20","4","12","4","277","28",
"Mauro Antonio Burruchaga","arARG","MF","Chievo","itSerie A","20","1998","0.6","45","3","11","30","5","0","45","1","1","100.0","0","0.0","25","124","83","0","2","0","0","5","28","0",
"Michail Antonio","jmJAM","MF,FW","West Ham","engPremier League","28","1990","23.4","1170","38","152","531","511","93","1170","104","58","55.8","46","44.2","683","4981","2349","87","54","29","83","68","823","204",
"Antoñito","esESP","DF,MF","Valladolid","esLa Liga","30","1987","20.7","1090","42","279","454","368","17","1090","40","22","55.0","18","45.0","580","3435","1937","56","49","5","29","18","649","136",
"Vitorino Antunes","ptPOR","DF,MF","Getafe","esLa Liga","31","1987","24.2","1457","74","400","642","431","20","1457","34","22","64.7","12","35.3","541","3181","1569","45","37","8","26","13","613","54",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","23","1995","12.0","513","32","146","315","64","12","513","6","4","66.7","2","33.3","255","1813","915","15","10","3","12","11","281","15",
"Dennis Aogo","deGER","MF","Stuttgart","deBundesliga","31","1987","11.4","654","20","135","411","112","8","654","6","5","83.3","1","16.7","303","1388","605","12","6","1","6","7","416","13",
"Houssem Aouar","dzALG","MF","Lyon","frLigue 1","20","1998","34.0","2457","35","306","1572","605","106","2457","97","58","59.8","39","40.2","1741","9785","4654","96","69","28","58","65","1956","163",
"Emmanuel Apeh","ngNGA","FW,MF","Celta Vigo","esLa Liga","21","1996","0.2","6","0","0","3","3","1","6","0","0","","0","","7","18","0","0","1","0","0","3","8","3",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","22","1995","29.7","1095","50","213","682","218","21","1095","50","34","68.0","16","32.0","465","2242","888","16","20","4","36","25","478","24",
"Guilherme Arana","brBRA","DF","Sevilla","esLa Liga","21","1997","7.0","346","13","108","146","93","14","346","8","3","37.5","5","62.5","168","846","506","15","8","3","6","3","201","27",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","29","1989","21.0","1888","44","302","1244","353","37","1888","16","9","56.3","7","43.8","865","3968","2115","27","27","1","28","27","1381","63",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","22","1996","8.7","436","3","44","212","191","17","436","38","23","60.5","15","39.5","286","1956","967","30","25","8","21","15","317","45",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","26","1991","29.8","1796","212","948","814","43","21","1796","2","2","100.0","0","0.0","913","3923","2076","4","3","0","6","2","1157","5",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","31","1987","21.7","1380","92","458","833","100","18","1380","6","4","66.7","2","33.3","686","4776","2605","26","23","1","15","5","721","7",
"Joaquín Ardaiz","uyURU","FW","Frosinone","itSerie A","19","1999","0.2","5","0","0","3","2","0","5","1","1","100.0","0","0.0","2","3","3","0","0","0","0","1","3","0",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","25","1993","21.0","552","482","550","2","0","0","552","0","0","","0","","291","1571","1116","0","0","0","0","0","221","0",
"Santiago Arias","coCOL","DF","Atlético Madrid","esLa Liga","26","1992","19.7","1205","48","289","508","412","18","1205","14","8","57.1","6","42.9","571","2793","1520","39","45","2","22","10","637","113",
"Lorenzo Ariaudo","itITA","DF","Frosinone","itSerie A","29","1989","18.7","823","149","491","322","16","13","823","3","3","100.0","0","0.0","413","2524","1518","9","3","1","2","1","455","1",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","17","2001","0.4","27","1","9","14","4","0","27","0","0","","0","","14","111","98","0","1","0","0","1","18","0",
"Yoël Armougom","frFRA","DF","Caen","frLigue 1","20","1998","20.6","1107","47","349","540","230","7","1107","31","11","35.5","20","64.5","528","3164","1687","45","31","4","28","9","596","49",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","26","1992","15.9","837","14","92","379","371","39","837","30","19","63.3","11","36.7","456","2678","1111","40","36","7","40","25","574","90",
"José Arnaiz","esESP","MF,FW","Leganés","esLa Liga","23","1995","1.3","48","1","9","16","23","4","48","5","3","60.0","2","40.0","40","259","85","4","2","2","4","5","40","13",
"Marko Arnautović","atAUT","FW","West Ham","engPremier League","29","1989","22.1","848","6","45","333","479","126","847","36","20","55.6","16","44.4","498","2611","926","38","25","24","47","32","681","195",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","24","1994","31.9","1768","78","369","1000","427","24","1768","30","25","83.3","5","16.7","930","4937","2399","41","33","5","35","29","1061","83",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","23","1994","36.0","1207","1059","1198","9","0","0","1207","1","1","100.0","0","0.0","662","3034","1787","0","0","0","1","1","622","0",
"Harry Arter","ieIRL","MF","Cardiff City","engPremier League","28","1989","22.2","886","33","165","500","231","15","886","7","3","42.9","4","57.1","294","1589","813","13","17","1","20","3","412","23",
"Kwadwo Asamoah","ghGHA","DF","Inter","itSerie A","29","1988","29.7","2475","77","588","1332","579","20","2475","65","40","61.5","25","38.5","1540","7411","4524","90","83","12","36","23","1761","153",
"Takuma Asano","jpJPN","MF,FW","Hannover 96","deBundesliga","23","1994","7.8","253","5","35","105","119","18","253","18","7","38.9","11","61.1","170","1283","537","21","17","7","28","16","197","59",
"Santiago Ascacíbar","arARG","MF","Stuttgart","deBundesliga","21","1997","27.0","1402","59","342","862","212","22","1402","19","13","68.4","6","31.6","632","3176","1434","27","26","2","18","19","743","28",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","29","1989","32.0","928","833","922","6","0","0","928","0","0","","0","","361","2745","1899","0","0","0","0","0","233","0",
"Marco Asensio","esESP","FW","Real Madrid","esLa Liga","22","1996","19.8","1214","6","86","501","647","86","1214","60","41","68.3","19","31.7","865","6386","3271","116","60","30","46","15","970","228",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","30","1987","25.0","1129","7","86","511","540","114","1124","36","20","55.6","16","44.4","758","4366","1975","81","61","28","31","36","898","201",
"Simon Asta","deGER","DF","Augsburg","deBundesliga","17","2001","1.0","54","3","17","24","14","0","54","1","1","100.0","0","0.0","20","100","51","2","2","0","0","0","24","3",
"Youcef Atal","dzALG","DF,FW","Nice","frLigue 1","22","1996","25.1","1772","61","364","790","657","87","1771","203","101","49.8","102","50.2","1013","7446","4352","137","96","53","82","33","1123","275",
"Christian Atsu","ghGHA","MF","Newcastle Utd","engPremier League","26","1992","16.6","636","16","100","277","276","37","636","52","25","48.1","27","51.9","380","2646","1355","48","40","14","48","30","426","72",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","29","1989","30.3","1048","17","83","417","560","142","1043","55","29","52.7","26","47.3","609","3920","2078","82","45","30","61","33","816","228",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","21","1997","36.0","1253","1153","1247","6","0","0","1253","0","0","","0","","621","2902","1941","0","0","0","2","0","480","0",
"Jean-Kévin Augustin","frFRA","FW","RB Leipzig","deBundesliga","21","1997","5.1","166","0","4","67","98","33","166","21","9","42.9","12","57.1","123","824","334","18","16","9","20","16","134","50",
"Ludwig Augustinsson","seSWE","DF","Werder Bremen","deBundesliga","24","1994","33.6","2300","86","617","1003","702","64","2300","24","12","50.0","12","50.0","1052","5175","3079","83","57","8","38","15","1378","226",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","25","1992","6.3","432","22","122","176","137","9","432","14","8","57.1","6","42.9","203","794","434","11","11","0","12","7","231","29",
"Charlie Austin","engENG","FW","Southampton","engPremier League","29","1989","10.9","331","17","38","150","144","47","330","6","1","16.7","5","83.3","147","643","167","6","1","2","30","18","229","44",
"Ezequiel Ávila","arARG","FW,MF","Huesca","esLa Liga","24","1994","22.2","879","27","106","365","417","99","878","46","22","47.8","24","52.2","506","2852","1336","55","33","18","52","28","611","131",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","26","1991","13.1","485","7","50","231","216","56","485","26","11","42.3","15","57.7","273","1734","667","31","9","9","47","32","325","90",
"Kaan Ayhan","trTUR","DF","Düsseldorf","deBundesliga","23","1994","27.2","1751","186","925","746","90","23","1751","17","12","70.6","5","29.4","1018","5809","3592","31","16","1","9","5","1098","12",
"Floyd Ayité","tgTOG","FW,MF","Fulham","engPremier League","29","1988","5.3","272","6","38","140","98","14","272","17","10","58.8","7","41.2","160","1122","489","14","10","4","20","13","191","44",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","28","1989","37.8","3352","121","993","1493","873","48","3352","22","10","45.5","12","54.5","1605","5682","3081","46","64","9","33","9","2168","205",
"Abdoulaye Ba","snSEN","DF","Rayo Vallecano","esLa Liga","27","1991","23.4","1357","203","836","502","26","11","1357","5","4","80.0","1","20.0","740","3135","1515","5","1","0","14","3","734","3",
"Florian Baak","deGER","MF","Hertha BSC","deBundesliga","19","1999","0.0","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
